,index,sent=positive,sent=negative
483,paxi,0.00044355671373419144,0.0021245273582939186
484,sakiyo,2.2177824597797271e-10,0.0003268505010972842
485,tiyo,2.2177824597797271e-10,0.0001634253322612265
486,vanu,2.2177824597797271e-10,0.000490275669933342
487,nabujekooo,2.2177824597797271e-10,0.0001634253322612265
488,kuro,0.00022177846775621866,0.0006537008387693996
489,dashrath,2.2177824597797271e-10,0.0001634253322612265
490,chand,0.00044355671373419144,0.0003268505010972842
491,ki,0.0024395609275359455,0.0049027552285069
492,ho,0.01020179953676499,0.019447595254916034
493,vakooo,2.2177824597797271e-10,0.0001634253322612265
494,vaye,0.001552447943624055,0.003105078371310265
495,kina,0.0017742261896020275,0.005066180397342957
496,birodh,2.2177824597797271e-10,0.0003268505010972842
497,garekooo,2.2177824597797271e-10,0.0001634253322612265
498,answer,0.0008871132056901368,0.0006537008387693996
499,sukraraj,0.00022177846775621866,0.0001634253322612265
500,le,0.007096904093073372,0.021898972787456897
501,chai,0.00199600443558,0.006373581748031419
502,kasto,0.0008871132056901368,0.0017976770206218032
503,contribution,0.0013306696976460822,0.000490275669933342
504,deko,2.2177824597797271e-10,0.000490275669933342
505,raixa,0.0008871132056901368,0.0008171260076054573
506,judda,2.2177824597797271e-10,0.0001634253322612265
507,samsher,2.2177824597797271e-10,0.0001634253322612265
508,bolayo,2.2177824597797271e-10,0.0001634253322612265
509,mareko,2.2177824597797271e-10,0.0001634253322612265
510,manxey,2.2177824597797271e-10,0.0001634253322612265
511,jpt,2.2177824597797271e-10,0.000490275669933342
512,date,0.0008871132056901368,0.0013074015141136303
513,vanyo,2.2177824597797271e-10,0.0006537008387693996
514,timle,0.00022177846775621866,0.0001634253322612265
515,ramrosanga,2.2177824597797271e-10,0.0001634253322612265
516,soltiii,2.2177824597797271e-10,0.0001634253322612265
517,writer,0.00022177846775621866,0.0001634253322612265
518,yesto,0.001552447943624055,0.004085629384326611
519,cover,0.0017742261896020275,0.0006537008387693996
520,garnu,0.0044355651413377,0.0057198810726871874
521,tori,2.2177824597797271e-10,0.0001634253322612265
522,lekchan,2.2177824597797271e-10,0.0001634253322612265
523,kasri,2.2177824597797271e-10,0.0001634253322612265
524,dharma,0.00044355671373419144,0.000490275669933342
525,bhakta,2.2177824597797271e-10,0.0008171260076054573
526,mathema,2.2177824597797271e-10,0.0003268505010972842
527,dirty,2.2177824597797271e-10,0.000490275669933342
528,afulai,2.2177824597797271e-10,0.0003268505010972842
529,rakna,2.2177824597797271e-10,0.0001634253322612265
530,jaruri,2.2177824597797271e-10,0.0008171260076054573
531,theo,0.00022177846775621866,0.000980551176441515
532,desh,0.0044355651413377,0.011112911644277091
533,bhakti,2.2177824597797271e-10,0.0001634253322612265
534,kaha,0.00044355671373419144,0.000490275669933342
535,kun,0.0011088914516681095,0.0008171260076054573
536,thau,0.00022177846775621866,0.0016342518517857456
537,maa,0.00044355671373419144,0.002614802864802092
538,fasi,2.2177824597797271e-10,0.0001634253322612265
539,diyo,2.2177824597797271e-10,0.0003268505010972842
540,mariyo,2.2177824597797271e-10,0.0001634253322612265
541,vanera,0.00022177846775621866,0.0027782280336381498
542,ajha,0.00022177846775621866,0.0006537008387693996
543,hunthiyo,2.2177824597797271e-10,0.0003268505010972842
544,malai,0.00199600443558,0.001961102189457861
545,chitta,2.2177824597797271e-10,0.0001634253322612265
546,bujena,2.2177824597797271e-10,0.0001634253322612265
547,thukeko,2.2177824597797271e-10,0.0001634253322612265
548,khe,2.2177824597797271e-10,0.0003268505010972842
549,hoina,0.0006653349597121642,0.0021245273582939186
550,bahunharu,2.2177824597797271e-10,0.0001634253322612265
