,index,sent=positive,sent=negative
2520,term,0.001552447943624055,0.0006537008387693996
2521,pahade,2.2177824597797271e-10,0.0001634253322612265
2522,stay,0.0006653349597121642,0.0008171260076054573
2523,majority,0.0006653349597121642,0.000490275669933342
2524,minority,0.00022177846775621866,0.0001634253322612265
2525,along,0.0013306696976460822,0.000490275669933342
2526,colleague,0.00022177846775621866,0.0003268505010972842
2527,unspoken,2.2177824597797271e-10,0.0001634253322612265
2528,workplace,2.2177824597797271e-10,0.0001634253322612265
2529,executive,2.2177824597797271e-10,0.0001634253322612265
2530,ghongi,2.2177824597797271e-10,0.0001634253322612265
2531,doubt,0.00044355671373419144,0.0003268505010972842
2532,racial,2.2177824597797271e-10,0.000490275669933342
2533,esp,2.2177824597797271e-10,0.000490275669933342
2534,preference,2.2177824597797271e-10,0.0001634253322612265
2535,primary,0.00022177846775621866,0.000980551176441515
2536,remote,0.00044355671373419144,0.0001634253322612265
2537,sarlahi,2.2177824597797271e-10,0.0001634253322612265
2538,travel,0.00044355671373419144,0.000490275669933342
2539,nearby,2.2177824597797271e-10,0.0001634253322612265
2540,district,0.00022177846775621866,0.0008171260076054573
2541,honestly,0.00022177846775621866,0.0003268505010972842
2542,c,0.00044355671373419144,0.0006537008387693996
2543,worst,2.2177824597797271e-10,0.0014708266829496879
2544,role,0.0008871132056901368,0.0003268505010972842
2545,rather,0.0017742261896020275,0.0011439763452775727
2546,fix,2.2177824597797271e-10,0.000490275669933342
2547,red,0.00022177846775621866,0.0001634253322612265
2548,flag,2.2177824597797271e-10,0.0003268505010972842
2549,succeed,2.2177824597797271e-10,0.0003268505010972842
2550,surely,0.0006653349597121642,0.0001634253322612265
2551,involve,0.00044355671373419144,0.000490275669933342
2552,state,0.0011088914516681095,0.000980551176441515
2553,yeah,0.00022177846775621866,0.000490275669933342
2554,accuse,0.00022177846775621866,0.0001634253322612265
2555,fall,0.0013306696976460822,0.0008171260076054573
2556,pulchowk,0.00022177846775621866,0.0001634253322612265
2557,campus,2.2177824597797271e-10,0.0001634253322612265
2558,abuse,0.00022177846775621866,0.000490275669933342
2559,dweller,2.2177824597797271e-10,0.0001634253322612265
2560,newars,0.00022177846775621866,0.0001634253322612265
2561,marsya,2.2177824597797271e-10,0.0001634253322612265
2562,pakhe,2.2177824597797271e-10,0.0001634253322612265
2563,hill,2.2177824597797271e-10,0.0001634253322612265
2564,injustice,0.0006653349597121642,0.0001634253322612265
2565,darjeling,2.2177824597797271e-10,0.0001634253322612265
2566,chalan,2.2177824597797271e-10,0.0003268505010972842
2567,ajai,0.00022177846775621866,0.0006537008387693996
2568,hateko,2.2177824597797271e-10,0.0001634253322612265
2569,let,0.004213786895359728,0.0013074015141136303
2570,united,0.00022177846775621866,0.0001634253322612265
2571,together,0.0017742261896020275,0.0001634253322612265
2572,origin,0.00022177846775621866,0.0008171260076054573
2573,definitely,0.001552447943624055,0.0003268505010972842
2574,secondclass,2.2177824597797271e-10,0.0001634253322612265
2575,chittagong,2.2177824597797271e-10,0.0001634253322612265
2576,bangladesh,0.00022177846775621866,0.0006537008387693996
2577,yrs,2.2177824597797271e-10,0.0001634253322612265
2578,ago,0.0006653349597121642,0.0011439763452775727
2579,profile,2.2177824597797271e-10,0.0001634253322612265
2580,fan,0.005100899879271619,0.0001634253322612265
2581,proof,0.0006653349597121642,0.0003268505010972842
2582,evidence,0.00044355671373419144,0.0001634253322612265
2583,prithibi,2.2177824597797271e-10,0.0001634253322612265
2584,bhimsen,0.00022177846775621866,0.0001634253322612265
2585,darknegative,2.2177824597797271e-10,0.0001634253322612265
2586,ronb,0.00022177846775621866,0.0001634253322612265
2587,wow,0.011088912520676881,0.0003268505010972842
2588,bias,0.00044355671373419144,0.0001634253322612265
2589,coverage,2.2177824597797271e-10,0.0001634253322612265
2590,secession,2.2177824597797271e-10,0.0001634253322612265
2591,pedistal,2.2177824597797271e-10,0.0001634253322612265
2592,worship,2.2177824597797271e-10,0.0001634253322612265
2593,solution,0.0017742261896020275,0.0013074015141136303
2594,manifesto,2.2177824597797271e-10,0.0001634253322612265
2595,seconday,2.2177824597797271e-10,0.0001634253322612265
2596,imply,0.00044355671373419144,0.0003268505010972842
2597,recovers,2.2177824597797271e-10,0.0001634253322612265
2598,mis,2.2177824597797271e-10,0.0001634253322612265
2599,step,0.0011088914516681095,0.0006537008387693996
2600,relatives,0.00022177846775621866,0.0003268505010972842
2601,citizenship,0.0006653349597121642,0.000490275669933342
2602,population,0.0013306696976460822,0.0001634253322612265
2603,faster,2.2177824597797271e-10,0.0001634253322612265
2604,secondly,2.2177824597797271e-10,0.0001634253322612265
2605,minister,0.0017742261896020275,0.0003268505010972842
2606,responsible,0.00022177846775621866,0.0003268505010972842
2607,difference,0.0006653349597121642,0.000490275669933342
2608,separate,0.0008871132056901368,0.0008171260076054573
2609,precious,0.0006653349597121642,0.0001634253322612265
2610,soft,2.2177824597797271e-10,0.0001634253322612265
2611,piano,2.2177824597797271e-10,0.0001634253322612265
2612,two,0.002883117419491891,0.000490275669933342
2613,piece,0.0006653349597121642,0.0001634253322612265
2614,understate,2.2177824597797271e-10,0.0001634253322612265
2615,impractical,2.2177824597797271e-10,0.0001634253322612265
2616,smh,2.2177824597797271e-10,0.0001634253322612265
2617,allno,2.2177824597797271e-10,0.0001634253322612265
2618,countrynextmadhesh,2.2177824597797271e-10,0.0001634253322612265
2619,centuriesone,2.2177824597797271e-10,0.0001634253322612265
2620,madhesisgopawansi,2.2177824597797271e-10,0.0001634253322612265
2621,othersthey,2.2177824597797271e-10,0.0001634253322612265
2622,nearly,2.2177824597797271e-10,0.0003268505010972842
2623,centuryyes,2.2177824597797271e-10,0.0001634253322612265
2624,past,0.001552447943624055,0.0003268505010972842
2625,incorporate,2.2177824597797271e-10,0.0003268505010972842
2626,constitutionjust,2.2177824597797271e-10,0.0001634253322612265
2627,constitutionnow,2.2177824597797271e-10,0.0001634253322612265
2628,youif,2.2177824597797271e-10,0.0001634253322612265
2629,plainsthen,2.2177824597797271e-10,0.0001634253322612265
2630,tharus,2.2177824597797271e-10,0.0001634253322612265
2631,muslim,0.00022177846775621866,0.000490275669933342
2632,various,0.0006653349597121642,0.0003268505010972842
2633,ethnicitiesit,2.2177824597797271e-10,0.0001634253322612265
2634,homogenousck,2.2177824597797271e-10,0.0001634253322612265
2635,extremist,2.2177824597797271e-10,0.0003268505010972842
2636,separatistalso,2.2177824597797271e-10,0.0001634253322612265
2637,economically,0.00022177846775621866,0.0003268505010972842
2638,independentindia,2.2177824597797271e-10,0.0001634253322612265
2639,annex,2.2177824597797271e-10,0.0001634253322612265
2640,itthats,2.2177824597797271e-10,0.0001634253322612265
2641,autonomous,2.2177824597797271e-10,0.0001634253322612265
2642,secedewhich,2.2177824597797271e-10,0.0001634253322612265
2643,unacceptable,0.00022177846775621866,0.0001634253322612265
2644,alsowould,2.2177824597797271e-10,0.0001634253322612265
2645,communityfrom,2.2177824597797271e-10,0.0001634253322612265
2646,upper,2.2177824597797271e-10,0.0001634253322612265
2647,dalits,0.00022177846775621866,0.0001634253322612265
2648,madhesisthis,2.2177824597797271e-10,0.0001634253322612265
2649,abouthe,2.2177824597797271e-10,0.0001634253322612265
2650,madheshhe,2.2177824597797271e-10,0.0001634253322612265
2651,prime,0.001552447943624055,0.0003268505010972842
2652,cricket,0.0011088914516681095,0.0013074015141136303
2653,sport,0.00044355671373419144,0.000490275669933342
2654,council,2.2177824597797271e-10,0.0001634253322612265
2655,blood,0.0011088914516681095,0.0001634253322612265
2656,dilate,2.2177824597797271e-10,0.0001634253322612265
2657,ghaite,2.2177824597797271e-10,0.0001634253322612265
2658,vaako,2.2177824597797271e-10,0.0003268505010972842
2659,transport,2.2177824597797271e-10,0.0001634253322612265
2660,service,0.0008871132056901368,0.0013074015141136303
2661,head,2.2177824597797271e-10,0.000490275669933342
2662,prov,2.2177824597797271e-10,0.0001634253322612265
2663,mountain,2.2177824597797271e-10,0.0001634253322612265
2664,province,0.00022177846775621866,0.0001634253322612265
2665,question,0.00044355671373419144,0.0011439763452775727
2666,else,0.0006653349597121642,0.0001634253322612265
2667,talented,0.0011088914516681095,0.0003268505010972842
2668,extremely,0.0006653349597121642,0.0001634253322612265
2669,dangerous,2.2177824597797271e-10,0.0008171260076054573
2670,prithiivi,2.2177824597797271e-10,0.0001634253322612265
2671,naryan,2.2177824597797271e-10,0.0001634253322612265
2672,sundar,0.00022177846775621866,0.0001634253322612265
2673,bihari,0.00022177846775621866,0.000980551176441515
2674,tukrauna,2.2177824597797271e-10,0.0001634253322612265
2675,khojira,2.2177824597797271e-10,0.0001634253322612265
2676,allow,0.0006653349597121642,0.0006537008387693996
2677,identification,2.2177824597797271e-10,0.0001634253322612265
2678,youtuber,0.002883117419491891,0.0008171260076054573
2679,burma,2.2177824597797271e-10,0.0001634253322612265
2680,dissapointed,2.2177824597797271e-10,0.0001634253322612265
2681,faith,2.2177824597797271e-10,0.0001634253322612265
2682,rosy,2.2177824597797271e-10,0.0001634253322612265
2683,framing,2.2177824597797271e-10,0.0001634253322612265
2684,ordinary,0.00022177846775621866,0.000490275669933342
2685,affair,2.2177824597797271e-10,0.0003268505010972842
2686,deny,0.00022177846775621866,0.0006537008387693996
2687,secessionist,2.2177824597797271e-10,0.0001634253322612265
2688,realize,0.0006653349597121642,0.0008171260076054573
2689,seperatist,2.2177824597797271e-10,0.0001634253322612265
2690,severe,2.2177824597797271e-10,0.0001634253322612265
2691,mr,0.00022177846775621866,0.0001634253322612265
2692,highly,0.00044355671373419144,0.000490275669933342
2693,intelligent,0.00022177846775621866,0.0003268505010972842
2694,bearing,2.2177824597797271e-10,0.0001634253322612265
2695,discussion,0.00022177846775621866,0.0001634253322612265
2696,gunman,2.2177824597797271e-10,0.0001634253322612265
2697,shoot,2.2177824597797271e-10,0.0001634253322612265
2698,noble,2.2177824597797271e-10,0.0003268505010972842
2699,prize,2.2177824597797271e-10,0.0001634253322612265
2700,winner,0.00022177846775621866,0.0001634253322612265
2701,physic,0.00044355671373419144,0.0001634253322612265
2702,shot,0.00022177846775621866,0.0001634253322612265
2703,trigger,2.2177824597797271e-10,0.0001634253322612265
2704,earth,2.2177824597797271e-10,0.0003268505010972842
2705,chowk,2.2177824597797271e-10,0.0001634253322612265
2706,rameshyame,2.2177824597797271e-10,0.0001634253322612265
2707,angle,2.2177824597797271e-10,0.0001634253322612265
2708,making,0.00199600443558,0.0001634253322612265
2709,literal,2.2177824597797271e-10,0.0001634253322612265
2710,repeatedly,2.2177824597797271e-10,0.0001634253322612265
2711,prison,0.00022177846775621866,0.0001634253322612265
2712,arrest,0.00044355671373419144,0.0003268505010972842
2713,entity,2.2177824597797271e-10,0.0001634253322612265
2714,throw,0.00022177846775621866,0.0001634253322612265
2715,weight,2.2177824597797271e-10,0.0001634253322612265
2716,official,2.2177824597797271e-10,0.000490275669933342
2717,dare,0.00022177846775621866,0.0001634253322612265
2718,press,0.00022177846775621866,0.0001634253322612265
2719,serious,0.001552447943624055,0.0008171260076054573
2720,acquit,2.2177824597797271e-10,0.0001634253322612265
2721,treason,2.2177824597797271e-10,0.0001634253322612265
2722,foreign,0.0011088914516681095,0.0008171260076054573
2723,ngos,2.2177824597797271e-10,0.0001634253322612265
2724,active,0.00022177846775621866,0.0001634253322612265
2725,maithili,0.00022177846775621866,0.0001634253322612265
2726,etc,0.0013306696976460822,0.0014708266829496879
2727,literally,0.0008871132056901368,0.000490275669933342
2728,haveand,2.2177824597797271e-10,0.0001634253322612265
2729,negligence,2.2177824597797271e-10,0.0001634253322612265
2730,understandable,0.0008871132056901368,0.0001634253322612265
2731,intentional,2.2177824597797271e-10,0.0001634253322612265
2732,thisyou,2.2177824597797271e-10,0.0001634253322612265
2733,creater,0.00022177846775621866,0.0001634253322612265
2734,recognition,0.00044355671373419144,0.0001634253322612265
2735,opportunity,0.0011088914516681095,0.0006537008387693996
2736,dignity,0.00022177846775621866,0.0001634253322612265
2737,clever,2.2177824597797271e-10,0.0001634253322612265
2738,resentment,2.2177824597797271e-10,0.0001634253322612265
2739,us,2.2177824597797271e-10,0.0001634253322612265
2740,discontentment,2.2177824597797271e-10,0.0001634253322612265
2741,notorious,2.2177824597797271e-10,0.0001634253322612265
2742,aim,2.2177824597797271e-10,0.0001634253322612265
2743,folk,2.2177824597797271e-10,0.0001634253322612265
2744,gladly,2.2177824597797271e-10,0.0001634253322612265
2745,burn,0.0008871132056901368,0.0001634253322612265
2746,sadly,0.00022177846775621866,0.0003268505010972842
2747,backer,2.2177824597797271e-10,0.0001634253322612265
2748,scene,0.00044355671373419144,0.0001634253322612265
2749,populace,2.2177824597797271e-10,0.0001634253322612265
2750,wel,2.2177824597797271e-10,0.0001634253322612265
2751,backoff,2.2177824597797271e-10,0.0003268505010972842
2752,modi,2.2177824597797271e-10,0.0001634253322612265
2753,hejo,2.2177824597797271e-10,0.0001634253322612265
2754,lagthyo,2.2177824597797271e-10,0.0003268505010972842
2755,ayera,2.2177824597797271e-10,0.0003268505010972842
2756,chodyo,2.2177824597797271e-10,0.0001634253322612265
2757,image,2.2177824597797271e-10,0.0001634253322612265
2758,clean,2.2177824597797271e-10,0.0001634253322612265
2759,banako,0.00044355671373419144,0.000490275669933342
2760,sponsor,0.00044355671373419144,0.0008171260076054573
2761,unsub,2.2177824597797271e-10,0.0001634253322612265
2762,antimadhesh,2.2177824597797271e-10,0.0001634253322612265
2763,antimadheshi,2.2177824597797271e-10,0.0001634253322612265
2764,anti,0.00022177846775621866,0.000980551176441515
2765,national,0.0008871132056901368,0.0013074015141136303
2766,full,0.001552447943624055,0.0001634253322612265
2767,representation,0.00022177846775621866,0.000490275669933342
2768,moral,0.00044355671373419144,0.0001634253322612265
2769,authority,0.00044355671373419144,0.0003268505010972842
2770,preach,2.2177824597797271e-10,0.0001634253322612265
2771,nationalism,0.00022177846775621866,0.0001634253322612265
2772,certain,0.00044355671373419144,0.000490275669933342
2773,prople,2.2177824597797271e-10,0.0001634253322612265
2774,anything,0.0011088914516681095,0.0006537008387693996
2775,simple,2.2177824597797271e-10,0.0003268505010972842
2776,payo,2.2177824597797271e-10,0.0001634253322612265
2777,dipesh,0.005544456371227564,0.0003268505010972842
2778,tukraune,2.2177824597797271e-10,0.0003268505010972842
2779,yojana,2.2177824597797271e-10,0.0003268505010972842
2780,khalat,2.2177824597797271e-10,0.0001634253322612265
2781,nasakeko,2.2177824597797271e-10,0.0003268505010972842
2782,tukranue,2.2177824597797271e-10,0.0001634253322612265
2783,he,0.0011088914516681095,0.0003268505010972842
2784,american,2.2177824597797271e-10,0.0001634253322612265
2785,agent,0.00044355671373419144,0.0011439763452775727
2786,muzi,2.2177824597797271e-10,0.0001634253322612265
2787,khatay,0.00022177846775621866,0.0001634253322612265
2788,ramrari,0.00022177846775621866,0.000490275669933342
2789,bujhera,2.2177824597797271e-10,0.0003268505010972842
2790,hunchha,2.2177824597797271e-10,0.0003268505010972842
2791,tukrauchha,2.2177824597797271e-10,0.0001634253322612265
2792,samaanta,2.2177824597797271e-10,0.0001634253322612265
2793,prayash,2.2177824597797271e-10,0.0001634253322612265
2794,garchha,2.2177824597797271e-10,0.0003268505010972842
2795,khate,2.2177824597797271e-10,0.0006537008387693996
2796,emotional,0.00022177846775621866,0.0003268505010972842
2797,nahu,2.2177824597797271e-10,0.0001634253322612265
2798,madhise,2.2177824597797271e-10,0.0001634253322612265
2799,vanxa,2.2177824597797271e-10,0.0006537008387693996
2800,tyasto,2.2177824597797271e-10,0.0001634253322612265
2801,pan,2.2177824597797271e-10,0.0001634253322612265
2802,dekhaune,2.2177824597797271e-10,0.0001634253322612265
2803,vayer,2.2177824597797271e-10,0.0003268505010972842
2804,baseko,0.00022177846775621866,0.000490275669933342
2805,song,2.2177824597797271e-10,0.0001634253322612265
2806,sundaina,2.2177824597797271e-10,0.0001634253322612265
2807,herdaina,2.2177824597797271e-10,0.0003268505010972842
2808,herxa,2.2177824597797271e-10,0.0003268505010972842
2809,news,0.001552447943624055,0.0008171260076054573
2810,mg,2.2177824597797271e-10,0.0001634253322612265
2811,yasto,0.0006653349597121642,0.000490275669933342
2812,garer,2.2177824597797271e-10,0.0001634253322612265
2813,boleko,2.2177824597797271e-10,0.000490275669933342
2814,surfacial,2.2177824597797271e-10,0.0001634253322612265
2815,discriminationyou,2.2177824597797271e-10,0.0001634253322612265
2816,madeshis,0.00022177846775621866,0.0001634253322612265
2817,racist,0.00022177846775621866,0.000490275669933342
2818,strong,0.0024395609275359455,0.0006537008387693996
2819,hierarchy,2.2177824597797271e-10,0.0001634253322612265
2820,pahadis,0.00022177846775621866,0.0001634253322612265
2821,inside,0.0008871132056901368,0.000490275669933342
2822,heart,0.0026613391735139185,0.000490275669933342
2823,border,0.00044355671373419144,0.0014708266829496879
2824,native,0.00022177846775621866,0.0003268505010972842
2825,cast,0.00022177846775621866,0.0006537008387693996
2826,nepalso,0.00022177846775621866,0.0001634253322612265
2827,inner,0.00022177846775621866,0.0001634253322612265
2828,popular,2.2177824597797271e-10,0.000490275669933342
2829,build,0.0006653349597121642,0.0008171260076054573
2830,obstacle,2.2177824597797271e-10,0.0001634253322612265
2831,agendaotherwise,2.2177824597797271e-10,0.0001634253322612265
2832,saptari,0.00044355671373419144,0.0001634253322612265
2833,company,0.0013306696976460822,0.0003268505010972842
2834,inspirational,0.0006653349597121642,0.0001634253322612265
2835,mahesh,0.00022177846775621866,0.0001634253322612265
2836,xutaei,2.2177824597797271e-10,0.0001634253322612265
2837,lado,2.2177824597797271e-10,0.0001634253322612265
2838,kha,2.2177824597797271e-10,0.0001634253322612265
2839,bolxa,2.2177824597797271e-10,0.0001634253322612265
2840,gaye,2.2177824597797271e-10,0.0006537008387693996
2841,vaigyo,2.2177824597797271e-10,0.0001634253322612265
2842,privilege,2.2177824597797271e-10,0.0001634253322612265
2843,lakhetni,2.2177824597797271e-10,0.0001634253322612265
2844,repeat,2.2177824597797271e-10,0.0001634253322612265
2845,bhayeko,0.00044355671373419144,0.000490275669933342
2846,rice,0.00022177846775621866,0.000490275669933342
2847,mill,2.2177824597797271e-10,0.0003268505010972842
2848,kand,2.2177824597797271e-10,0.000490275669933342
2849,arghakhanchi,2.2177824597797271e-10,0.0003268505010972842
2850,towards,0.003104895665469864,0.0006537008387693996
2851,thn,2.2177824597797271e-10,0.0001634253322612265
2852,pakistan,0.00022177846775621866,0.0001634253322612265
2853,dhurmus,0.00022177846775621866,0.0001634253322612265
2854,suntali,0.00022177846775621866,0.0001634253322612265
2855,stadium,0.00022177846775621866,0.0003268505010972842
2856,conflict,0.00022177846775621866,0.0001634253322612265
2857,appreciate,0.01352847322643458,0.0003268505010972842
2858,mo,2.2177824597797271e-10,0.000490275669933342
2859,vaney,2.2177824597797271e-10,0.0008171260076054573
2860,yarr,2.2177824597797271e-10,0.0001634253322612265
2861,overpopulation,2.2177824597797271e-10,0.0001634253322612265
2862,murder,2.2177824597797271e-10,0.000490275669933342
2863,vannu,0.00022177846775621866,0.000980551176441515
2864,raa,0.00022177846775621866,0.0003268505010972842
2865,magg,2.2177824597797271e-10,0.0001634253322612265
2866,sai,0.0006653349597121642,0.0001634253322612265
2867,yeutai,2.2177824597797271e-10,0.0001634253322612265
2868,descrimination,2.2177824597797271e-10,0.0003268505010972842
2869,xaa,2.2177824597797271e-10,0.0001634253322612265
2870,fault,2.2177824597797271e-10,0.0001634253322612265
2871,sabbai,2.2177824597797271e-10,0.0003268505010972842
2872,madheasi,2.2177824597797271e-10,0.0001634253322612265
2873,aalag,2.2177824597797271e-10,0.0001634253322612265
2874,himali,0.00044355671373419144,0.0001634253322612265
2875,yeakai,2.2177824597797271e-10,0.0001634253322612265
2876,garauna,2.2177824597797271e-10,0.0001634253322612265
2877,pahal,2.2177824597797271e-10,0.0003268505010972842
2878,garanu,0.00044355671373419144,0.0001634253322612265
2879,list,0.00022177846775621866,0.0006537008387693996
2880,knw,2.2177824597797271e-10,0.0001634253322612265
2881,hw,2.2177824597797271e-10,0.0001634253322612265
2882,politiciansso,2.2177824597797271e-10,0.0001634253322612265
2883,impartial,2.2177824597797271e-10,0.0001634253322612265
2884,pardthye,2.2177824597797271e-10,0.0001634253322612265
2885,xuti,2.2177824597797271e-10,0.0001634253322612265
2886,vah,2.2177824597797271e-10,0.0001634253322612265
2887,beacause,2.2177824597797271e-10,0.0003268505010972842
2888,neplai,2.2177824597797271e-10,0.0001634253322612265
2889,chincha,2.2177824597797271e-10,0.0001634253322612265
2890,chindena,2.2177824597797271e-10,0.0001634253322612265
2891,vivhed,2.2177824597797271e-10,0.0001634253322612265
2892,vayee,2.2177824597797271e-10,0.0001634253322612265
2893,huncha,0.0008871132056901368,0.001961102189457861
2894,prop,2.2177824597797271e-10,0.0001634253322612265
2895,sharma,2.2177824597797271e-10,0.0001634253322612265
2896,stream,0.00044355671373419144,0.0003268505010972842
2897,mainstream,0.0017742261896020275,0.0003268505010972842
2898,hard,0.007984017076985263,0.0008171260076054573
2899,restart,2.2177824597797271e-10,0.0001634253322612265
2900,durghatana,2.2177824597797271e-10,0.0001634253322612265
2901,bikash,0.00022177846775621866,0.0001634253322612265
2902,dekhna,2.2177824597797271e-10,0.000490275669933342
2903,paos,2.2177824597797271e-10,0.0001634253322612265
2904,sukhi,2.2177824597797271e-10,0.0001634253322612265
2905,rahana,2.2177824597797271e-10,0.0001634253322612265
2906,bhura,2.2177824597797271e-10,0.0001634253322612265
2907,bhuri,2.2177824597797271e-10,0.0001634253322612265
2908,himal,0.0011088914516681095,0.0003268505010972842
2909,samjhaideko,2.2177824597797271e-10,0.0001634253322612265
2910,jun,0.00044355671373419144,0.000490275669933342
2911,karaan,2.2177824597797271e-10,0.0001634253322612265
2912,medhesh,2.2177824597797271e-10,0.0001634253322612265
2913,vogi,2.2177824597797271e-10,0.0001634253322612265
2914,raheka,2.2177824597797271e-10,0.0001634253322612265
2915,vastav,2.2177824597797271e-10,0.0001634253322612265
2916,pahichhan,2.2177824597797271e-10,0.0001634253322612265
2917,jaat,0.00022177846775621866,0.0001634253322612265
2918,pahiran,2.2177824597797271e-10,0.0001634253322612265
2919,culture,0.00044355671373419144,0.000490275669933342
2920,usko,2.2177824597797271e-10,0.0001634253322612265
2921,deshko,0.00022177846775621866,0.0001634253322612265
2922,pahicchan,2.2177824597797271e-10,0.0001634253322612265
2923,chahe,2.2177824597797271e-10,0.0006537008387693996
2924,nahoss,2.2177824597797271e-10,0.0001634253322612265
2925,hamle,0.00022177846775621866,0.000490275669933342
2926,garva,2.2177824597797271e-10,0.0001634253322612265
2927,garnnu,2.2177824597797271e-10,0.0001634253322612265
2928,parcha,0.00199600443558,0.0011439763452775727
2929,sanoo,2.2177824597797271e-10,0.0001634253322612265
2930,jaaat,2.2177824597797271e-10,0.0001634253322612265
2931,vari,2.2177824597797271e-10,0.0001634253322612265
2932,sayaad,2.2177824597797271e-10,0.0001634253322612265
2933,bishwa,2.2177824597797271e-10,0.0001634253322612265
2934,vasaa,2.2177824597797271e-10,0.0001634253322612265
2935,samrakshan,2.2177824597797271e-10,0.0001634253322612265
2936,mustang,2.2177824597797271e-10,0.0001634253322612265
2937,chamal,2.2177824597797271e-10,0.0001634253322612265
2938,chinese,0.00022177846775621866,0.0001634253322612265
2939,badi,0.00044355671373419144,0.0016342518517857456
2940,chalcha,2.2177824597797271e-10,0.0001634253322612265
2941,presence,2.2177824597797271e-10,0.0001634253322612265
2942,upasthiti,2.2177824597797271e-10,0.0001634253322612265
2943,chadaina,2.2177824597797271e-10,0.0001634253322612265
2944,yaha,0.00022177846775621866,0.0001634253322612265
2945,jantaharu,2.2177824597797271e-10,0.0001634253322612265
2946,bebaar,2.2177824597797271e-10,0.0001634253322612265
2947,behaviour,2.2177824597797271e-10,0.0006537008387693996
2948,utarnu,2.2177824597797271e-10,0.0001634253322612265
2949,lejaat,2.2177824597797271e-10,0.0001634253322612265
2950,surname,2.2177824597797271e-10,0.0001634253322612265
2951,karma,2.2177824597797271e-10,0.000490275669933342
2952,bichar,2.2177824597797271e-10,0.0006537008387693996
2953,baata,2.2177824597797271e-10,0.0003268505010972842
2954,baliyoo,2.2177824597797271e-10,0.0001634253322612265
2955,pariwarka,2.2177824597797271e-10,0.0001634253322612265
2956,sadsya,2.2177824597797271e-10,0.0001634253322612265
2957,baliyo,0.00022177846775621866,0.0001634253322612265
2958,sikxya,2.2177824597797271e-10,0.0001634253322612265
2959,swasthya,0.00022177846775621866,0.0001634253322612265
2960,rojgaar,2.2177824597797271e-10,0.0001634253322612265
2961,garnne,2.2177824597797271e-10,0.0001634253322612265
2962,bamojim,2.2177824597797271e-10,0.0001634253322612265
2963,karbahi,0.00022177846775621866,0.0001634253322612265
2964,hoos,2.2177824597797271e-10,0.0001634253322612265
2965,kharab,2.2177824597797271e-10,0.000490275669933342
2966,diyera,0.00022177846775621866,0.0006537008387693996
2967,asal,2.2177824597797271e-10,0.0003268505010972842
2968,nagarau,2.2177824597797271e-10,0.0003268505010972842
2969,sunchu,2.2177824597797271e-10,0.0001634253322612265
2970,mukh,2.2177824597797271e-10,0.000490275669933342
2971,eak,2.2177824597797271e-10,0.0001634253322612265
2972,saman,2.2177824597797271e-10,0.000490275669933342
2973,harmony,2.2177824597797271e-10,0.0001634253322612265
2974,knew,0.00022177846775621866,0.0001634253322612265
2975,decision,0.00044355671373419144,0.0003268505010972842
2976,kinda,0.00044355671373419144,0.0001634253322612265
2977,geezer,2.2177824597797271e-10,0.0001634253322612265
2978,teach,0.0024395609275359455,0.0006537008387693996
2979,jamanama,2.2177824597797271e-10,0.0001634253322612265
2980,sunyoki,2.2177824597797271e-10,0.0001634253322612265
2981,hangama,2.2177824597797271e-10,0.0001634253322612265
2982,machako,2.2177824597797271e-10,0.0001634253322612265
2983,aaba,0.0006653349597121642,0.0008171260076054573
2984,mali,2.2177824597797271e-10,0.0001634253322612265
2985,gov,0.0006653349597121642,0.0003268505010972842
2986,pelera,2.2177824597797271e-10,0.0001634253322612265
2987,uthako,2.2177824597797271e-10,0.0001634253322612265
2988,manchye,2.2177824597797271e-10,0.0001634253322612265
2989,recent,0.0006653349597121642,0.0003268505010972842
2990,podcast,0.00022177846775621866,0.0001634253322612265
2991,rightkinaki,2.2177824597797271e-10,0.0001634253322612265
2992,nepalimanai,2.2177824597797271e-10,0.0001634253322612265
2993,vayoki,2.2177824597797271e-10,0.0001634253322612265
2994,sochau,2.2177824597797271e-10,0.0001634253322612265
2995,congratulate,2.2177824597797271e-10,0.0001634253322612265
2996,hjr,0.0008871132056901368,0.0001634253322612265
2997,rigth,2.2177824597797271e-10,0.0001634253322612265
2998,koro,2.2177824597797271e-10,0.0001634253322612265
2999,vano,2.2177824597797271e-10,0.0001634253322612265
3000,dada,0.0006653349597121642,0.0001634253322612265
3001,bash,2.2177824597797271e-10,0.0001634253322612265
3002,jaile,2.2177824597797271e-10,0.000490275669933342
3003,hepne,2.2177824597797271e-10,0.0003268505010972842
3004,gr,2.2177824597797271e-10,0.0001634253322612265
3005,sirha,2.2177824597797271e-10,0.0001634253322612265
3006,cultural,0.00044355671373419144,0.0001634253322612265
3007,sometime,2.2177824597797271e-10,0.0001634253322612265
3008,whats,0.0011088914516681095,0.000490275669933342
3009,religious,2.2177824597797271e-10,0.0001634253322612265
3010,significance,2.2177824597797271e-10,0.0001634253322612265
3011,wear,2.2177824597797271e-10,0.0001634253322612265
3012,proudly,2.2177824597797271e-10,0.0001634253322612265
3013,puja,2.2177824597797271e-10,0.0001634253322612265
3014,garnuna,2.2177824597797271e-10,0.0003268505010972842
3015,accept,0.00044355671373419144,0.0003268505010972842
3016,amnesty,2.2177824597797271e-10,0.0001634253322612265
3017,international,0.00022177846775621866,0.0006537008387693996
